,Date,Artist,Song Name,Korean Name,Director,Video,Type,Release,Views
962,2005-09-18,YONG JUNHYUNG,Go Away,무슨 말이 필요해,,https://youtu.be/50czugdZXgo,Boy Solo,Major,0
963,2005-09-18,FAVORITE,Where Are You From?,어느 별에서 왔니?,,https://youtu.be/40hpmMfT9Rk,Girl,Major,83432
964,2005-08-18,SPECTRUM,Light It Up,불붙여,,https://youtu.be/cRi-UiA2-f0,Boy,Major,705424
965,2005-08-18,NCT 127,Chain,체인,,https://youtu.be/28XC2KRE-DE,Boy,Major,43014942
966,2005-08-18,CROSS GENE,Touch It,달랑말랑,ZANYBROS,https://youtu.be/ni4WtSXrIiA,Boy,Major,2610941
967,2005-08-18,TEEN TOP,Seoul Night,서울밤,,https://youtu.be/phAACoBcNow,Boy,Major,658062
968,2005-06-18,GOT7,The New Era,,,https://youtu.be/szpSFNNDVWY,Boy,Japanese,20521437
969,2005-06-18,GFRIEND,Me Gustas Tu,今日から私たちは,,https://youtu.be/Q_8YONoUqRw,Girl,Japanese,6449923
970,2005-02-18,GBB,Kemi,케미,,https://youtu.be/2e_fflfMq-w,Girl,Major,104504
971,2005-02-18,(G)I-DLE,LATATA,라타타,,https://youtu.be/9mQk7Evt6Vs,Girl,Major,170071363
972,2005-01-18,IZ,Angel,엔젤,,https://youtu.be/vPPs8HJ5764,Boy,Major,924215
973,2005-01-18,II,I'm Already You,난 이미 너야,,https://youtu.be/0pDvPujdOO0,Girl,Major,1141
974,2005-01-18,HI CUTIE,8th Grade Syndrome,중2병,,https://youtu.be/YOkbG_xe0BM,Girl,Major,182936
975,2018-04-30,GFRIEND,Time for the moon night,밤,,https://youtu.be/_XyBa8QsVQU,Girl,Major,64399713
976,2018-04-30,HALO,O.M.G.,오마이갓,,https://youtu.be/hwWgRzRu22c,Boy,Major,2095010
977,2018-04-29,IZ,Granulate,새살,,https://youtu.be/BG8Y9hp_Gs4,Boy,Minor,47103
978,2018-04-29,JBJ,Just Be Stars,,,https://youtu.be/GeXYOENaS0o,Boy,Minor,1470838
979,2018-04-28,SHINEE,Everytime,,,https://youtu.be/lClARHWctmI,Boy,Japanese,1530372
980,2018-04-27,BERRY GOOD HEART HEART,"Crazy, Gone Crazy",난리가 난리가 났네,,https://youtu.be/eUu-lvra1Mc,Girl,Major,704522
981,2018-04-26,THE EASTLIGHT,Are You Okay,넌 괜찮니,,https://youtu.be/xaTeFGsYkUw,Boy,Minor,0
982,2018-04-24,LUNA,Night Reminiscin’,그런 밤,,https://youtu.be/KR-Z3YYM5xw,Girl Solo,Major,837086
983,2018-04-24,SOLAR,Nada Sou Sou,눈물이 주룩주룩,,https://youtu.be/0gmZBW3Ngf0,Girl Solo,Minor,1518207
984,2018-04-24,MONSTA X,Puzzle,,,https://youtu.be/-n7fwnvYWmM,Boy,Japanese,1990863
985,2018-04-24,TWICE,Wake Me Up,웩미업,,https://youtu.be/DdLYSziSXII,Girl,Japanese,66282498
986,2018-04-24,EXO-CBX,Horololo,호롤롤로,VISUALSFROM.,https://youtu.be/5sIaUu2igUY,Boy,Major,27156332
987,2018-04-23,SNUPER,Tulips,튤립,,https://youtu.be/onqSAgAqpLQ,Boy,Major,705796
988,2018-04-23,HYOLYN,Dally feat. GRAY,달리,,https://youtu.be/AoZFLCy-P-8,Girl Solo,Major,19372029
989,2018-04-23,LOVELYZ,That Day,그날의 너,SUNNYVISUAL,https://youtu.be/40Z9-kr504w,Girl,Major,8166890
990,2018-04-22,STRAY KIDS,Mirror (Performance),미러,,https://youtu.be/rXEy8r5P_vc,Boy,Minor,8716237
991,2018-04-22,SOLAR,Where the Wind Rises,바람이 불어오는 곳,,https://youtu.be/Wn03tgpmMJg,Girl Solo,Minor,967271
992,2018-04-20,BNF,Blossoms,꽃잎이 되어,,https://youtu.be/ctkj1dyxCnk,Boy,Major,0
993,2018-04-19,APINK,Miracle,기적 같은 이야기,,https://youtu.be/kD9VaU5UT3Q,Girl,Special,375609
994,2018-04-19,IN2IT,Snapshot,스냅샷,,https://youtu.be/v91KLr4R5Rw,Boy,Major,2500433
995,2018-04-19,ZHOUMI,I Don't Care,워뿌꽌,,https://youtu.be/2YVJxmokb1M,Boy Solo,Major,542086
996,2018-04-19,MINSEO,Growing Up,알지도 못하면서,,https://youtu.be/fwetVfkOBuE,Girl Solo,Major,607471
997,2018-04-18,HA:TFELT,Pluhmm,위로가 돼요,,https://youtu.be/7Rb5ISGbAbU,Girl Solo,Major,583970
998,2018-04-18,HYOYEON,Sober feat. Ummet Ozcan,소버,,https://youtu.be/T87wXAJe-_M,Girl Solo,Major,4342887
999,2018-04-18,SOYA,Oasis,오아시스,,https://youtu.be/zEf80W_rjSQ,Girl Solo,Major,602146
1000,2018-04-18,HIGHTEEN,Timing,타이밍,,https://youtu.be/NG8TAF211jI,Girl,Major,150326
1001,2018-04-18,NCT 2018,Black on Black (Performance),블온블,,https://youtu.be/1CYH4F1KCw8,Boy,Major,53791458
1002,2018-04-17,VIXX,Scentist,향,,https://youtu.be/MctZLEYlU4s,Boy,Major,13569665
1003,2018-04-17,JBJ,Call Your Name,부를게,,https://youtu.be/Ks6I2rtI4ms,Boy,Major,6776043
1004,2018-04-17,WHEEIN,Easy,이지,,https://youtu.be/KNWLQI5_JLc,Girl Solo,Minor,12563763
1005,2018-04-17,IMFACT,The Light,빛나,,https://youtu.be/Hv8UhEjL2yA,Boy,Major,773980
1006,2018-04-15,H.U.B,When A Blossom Day Of Cherry Blossom,벚꽃피는날에,,https://youtu.be/V7UDb1qgouk,Girl,Major,83884
1007,2018-04-15,THE ROSE,Baby,베이비,,https://youtu.be/OmetCO_ZFnI,Boy,Major,13479771
1008,2018-04-15,MOMOLAND,Bboom Bbbom (Japanese),,,https://youtu.be/tSBPUP3MQ2I,Girl,Japanese,26123488
1009,2018-04-13,SF9,Dear Fantasy,,,https://youtu.be/jdrSmZVDvfs,Boy,Minor,251545
1010,2004-12-18,BABY BOO,Kiss Me,키스미,,https://youtu.be/ayr7tb-L5k0,Girl,Major,19820
1011,2004-12-18,SUPER JUNIOR,Lo Siento feat. Leslie Grace,로시엔토,Tiger Cave,https://youtu.be/ZbB4SYJNuTo,Boy,Major,93184441
1012,2004-11-18,UNB,Only One,온리 원,,https://youtu.be/XWpmShosogw,Boy,Minor,7168799
1013,2004-11-18,ERIC NAM,Honestly…,솔직히,,https://youtu.be/vbZbnpbVc0w,Boy Solo,Major,11654062
1014,2004-11-18,YOO SEONHO,Maybe Spring,봄이 오면,,https://youtu.be/GCthpcAos9c,Boy Solo,Major,369153
1015,2004-10-18,HYEONGSEOP X EUIWOONG,Love Tint,너에게 물들어,,https://youtu.be/laL6PrUBTn8,Boy,Major,1165131
1016,2004-10-18,JOOYOUNG,Daydream,데이드림,,https://youtu.be/WHFRxy7BfmI,Boy Solo,Major,89027
1017,2004-10-18,EXO-CBX,Blooming Day,花요일,,https://youtu.be/Ib674A1yMtg,Boy,Major,51151660
1018,2004-09-18,TWICE,What Is Love?,웟이즈러브,Naive,https://youtu.be/i0p1bmr0EmE,Girl,Major,593616750
1019,2004-09-18,GUNMIN X HEEDO (B.I.G),Don't Worry,돈워리,,https://youtu.be/Uw4syJsMyIY,Boy,Minor,208314
1020,2004-09-18,ERIC NAM,Potion feat. Woodie Gochild,포션,,https://youtu.be/MSKak-e3Cgs,Boy Solo,Major,2713903
1021,2004-08-18,NOIR,Gangsta,갱스타,,https://youtu.be/zix2I8laSeI,Boy,Major,1305444
1022,2004-07-18,GIRLKIND,Broccoli,브로콜리,,https://youtu.be/oT0GPg42JLo,Girl,Minor,172245
1023,2004-07-18,UNB,Feeling,감각,,https://youtu.be/VznBK_Yv6YI,Boy,Major,4411793
1024,2004-06-18,TEN (NCT),New Heroes,뉴 히어로즈,,https://youtu.be/VM-g_bkFdzo,Boy Solo,Special,11004009
1025,2004-06-18,GREATGUYS,Ganda,간다,,https://youtu.be/BMQZLR-f6nA,Boy,Major,451241
1026,2004-05-18,BADKIZ,Just One Day,딱 하루,,https://youtu.be/OxDVP3PbNHA,Girl,Major,78480
1027,2004-05-18,YDPP,Love It Live It,러빗리빗,,https://youtu.be/AdGzuQqoWo4,Boy,Major,792409
1028,2004-04-18,WINNER,EVERYDAY,에브리데이,,https://youtu.be/d1D1SJ-KqaQ,Boy,Major,70093104
1029,2004-03-18,CLC,Distance,선,,https://youtu.be/Qv5JSMpBHf4,Girl,Minor,1174516
1030,2004-03-18,THE BOYZ,Giddy Up,기디 업,Naive,https://youtu.be/DNH7X46gMjQ,Boy,Major,18024029
1031,2004-03-18,TVXQ!,Love Line,평행선,,https://youtu.be/vHvwuBzimIU,Boy,Major,5887575
1032,2004-02-18,OH MY GIRL BANHANA,Banana Allergy Monkey,바나나 알러지 원숭이,,https://youtu.be/rW9r_1ys2ec,Girl,Major,9380069
1033,2004-02-18,EXID,Lady,내일해,,https://youtu.be/Q1JiptOTxno,Girl,Major,17641663
1034,2004-02-18,PENTAGON,Shine,빛나리,,https://youtu.be/z4dH6hEMuwk,Boy,Major,9261976
1035,2004-01-18,NCT U,YESTODAY,예스투데이,,https://youtu.be/gUWDiXBNohY,Boy,Major,15329303
1036,2004-01-18,SUPER JUNIOR-D&E,Lose It,,,https://youtu.be/cu-Bt1oM470,Boy,Japanese,105174
1037,2004-01-18,GAVY NJ,People Said Break It Up,헤어지래요,,https://youtu.be/7epSjhSbnMY,Girl,Major,475623
1038,2018-03-30,MAMAMOO,Everyday,매일봐요,,https://youtu.be/LKVw4pTc1Hs,Girl,Minor,1565915
1039,2018-03-30,STRAY KIDS,Grow Up,잘 하고 있어,,https://youtu.be/a4jiotDjHe4,Boy,Minor,13922749
1040,2018-03-29,LOONA,Egoist (Olivia Hye feat. Jinsoul),이고이스트,,https://youtu.be/UkY8HvgvBJ8,Girl,Major,12951855
1041,2018-03-28,SAMUEL,ONE feat. Jung Ilhoon,원,,https://youtu.be/tvAk65H4JCI,Boy Solo,Major,6898343
1042,2018-03-28,TVXQ!,The Chance Of Love,운명,,https://youtu.be/3wnHiK5sKgA,Boy,Major,18247974
1043,2018-03-27,5TION,Love Takes Time,러브 테이크 타임,,https://youtu.be/O9xPI7yeBtU,Boy,Major,35962
1044,2018-03-26,STRAY KIDS,District 9,디스트릭트 나인,HIGHQUALITYFISH,https://youtu.be/u6unJQownW4,Boy,Major,57095946
1045,2018-03-26,MONSTA X,Jealousy,젤러시,,https://youtu.be/TSA9VZduuZ4,Boy,Major,36950387
1046,2018-03-25,SHINHWA,All Your Dreams,올 유어 드림,,https://youtu.be/PCtYEBaP8c4,Boy,Major,346313
1047,2018-03-21,HONEY POPCORN,Bibidi Babidi Boo,비비디바비디부,,https://youtu.be/LAOT6JscCVU,Girl,Major,3618836
1048,2018-03-21,SEVENTEEN,Just Do It (BSS),거침없이,,https://youtu.be/YGXiVHTy0JE,Boy,Minor,6085247
1049,2018-03-20,B1A4,Aerumade,?えるまで,,https://youtu.be/kPO7GeOpgsM,Boy,Japanese,0
1050,2018-03-20,SF9,Together,투게더,,https://youtu.be/J76f1Lzbng4,Boy,Minor,306605
1051,2018-03-19,WANNA ONE,Boomerang,부메랑,,https://youtu.be/pmMjkMtpnTc,Boy,Major,71683437
1052,2018-03-17,TWEETY,Bad Boy,배드 보이,,https://youtu.be/vHuoBqDQ06Y,Girl,Major,89486
1053,2018-03-15,FTISLAND,Hold The Moon,,,https://youtu.be/OajzJsz88RI,Boy,Japanese,1650483
1054,2018-03-15,UP10TION,Candyland,캔디랜드,Naive,https://youtu.be/RyqdEmxN9T8,Boy,Major,2006032
1055,2018-03-14,HOYA,Angel,앤젤,,https://youtu.be/3RwuSVv11qM,Boy Solo,Minor,789928
1056,2018-03-13,NCT 127,Touch,터치,Kim 'Oui Kim' Seonguk,https://youtu.be/6sHIq41sI-w,Boy,Major,52097250
1057,2018-03-13,GOLDEN CHILD,Lady,레이디,,https://youtu.be/dnXc0UQ1zq0,Boy,Major,1716841
1058,2003-12-18,BUBBLE X,Follow,팔로우,,https://youtu.be/ts4I5MdnQ5A,Girl,Major,21943
1059,2003-12-18,GOT7,Look,룩,,https://youtu.be/sS0LCjOiIhc,Boy,Major,93750515
1060,2003-12-18,APRIL,The Blue Bird,파랑새,Naive,https://youtu.be/Uh_6PY9am_0,Girl,Major,4318936
1061,2003-11-18,HEYNE,Insomnia,잠이 오지 않아,,https://youtu.be/yAQFRTsZhp8,Girl Solo,Major,349877
1062,2003-08-18,U-KISS,No Regret,,,https://youtu.be/QLnRWBZg3TM,Boy,Japanese,81214
1063,2003-08-18,MARMELLO,Wake Me Up,웩미업,,https://youtu.be/Zy9wzvcofqM,Girl,Major,119693
1064,2003-08-18,ONF,Difficult,디피컬트,,https://youtu.be/8mSh-YcD6ho,Boy,Minor,41720
1065,2003-08-18,HEIZE,Didn't Know Me,내가 더 나빠,,https://youtu.be/MGos22_JM1U,Girl Solo,Major,6198912
1066,2003-08-18,HEIZE,Jenga feat. Gaeko,젠가,,https://youtu.be/uw_HR9jIJww,Girl Solo,Major,14866470
1067,2003-07-18,ZZBAE,Yoo Hoo Hoo~,유후후~,,https://youtu.be/N5tsy1m-ehI,Girl,Major,0
1068,2003-07-18,SOJUNG (LADIES' CODE),Stay Here,스테이 히어,,https://youtu.be/iqvE86-kbCA,Girl Solo,Major,221537
1069,2003-07-18,MAMAMOO,Starry Night,별이 빛나는 밤,,https://youtu.be/LjUXm0Zy_dk,Girl,Major,115071401
1070,2003-06-18,MAMAMOO,Star Wind Flower Sun,별 바람 꽃 태양,,https://youtu.be/kLeBQWw11yw,Girl,Minor,4011613
1071,2003-06-18,MXM,Gone Cold,식어버린 온도,,https://youtu.be/JwCGWTZrfYY,Boy,Major,815315
1072,2003-06-18,J-HOPE,Airplane,에어플레인,,https://youtu.be/8O_MwlZ2dEg,Boy Solo,Minor,58823498
1073,2003-05-18,NOEL,Our last day,그날의 너에게,,https://youtu.be/fs9Ch5KUocQ,Boy,Major,1764777
1074,2003-05-18,WANNA ONE,I.P.U,약속해요,,https://youtu.be/2NlNEj2mCIg,Boy,Minor,41769485
1075,2003-04-18,NCT DREAM,GO,고,,https://youtu.be/cD8SYW8rjaQ,Boy,Major,44089302
1076,2003-02-18,AZM,Edge,엣지,,https://youtu.be/OIk2QoW6qL0,Girl,Major,133786
1077,2003-01-18,J-HOPE,Daydream,백일몽,,https://youtu.be/OK3GJ0WIQ8s,Boy Solo,Major,145540964
1078,2018-02-28,RED VELVET,I Just,아이 저스트,,https://youtu.be/oCvw4ot1-k8,Girl,Minor,6621582
1079,2018-02-28,JEON SOYEON,Idle Song,아이들 쏭,,https://youtu.be/b01dBTBzyz0,Girl Solo,Minor,1270019
1080,2018-02-27,SHA SHA,You & Me,너와나,,https://youtu.be/bkXIVBk6dmM,Girl,Major,251691
1081,2018-02-27,WAEB,Go Away,,,https://youtu.be/iCYTPhxgTMU,Boy,Major,611
1082,2018-02-27,WJSN,Dreams Come True,꿈꾸는 마음으로,,https://youtu.be/IrircflFHzw,Girl,Major,7029082
1083,2018-02-26,NCT U,Baby Don't Stop,베비돈스탑,,https://youtu.be/k0DqRstCgj4,Boy,Major,90818956
1084,2018-02-26,SF9,Mamma Mia,맘마미아,Purple Straw Film,https://youtu.be/5XTbQ7NERhY,Boy,Major,1748604
1085,2018-02-23,"TRAX, LIP2SHOT",Notorious,,,https://youtu.be/gh_b4JX6aGw,Boy,Major,224622
1086,2018-02-23,I.C.E,Shameless,뻔뻔해,,https://youtu.be/ZY79Opo38rI,Girl,Major,200285
1087,2018-02-22,CLC,Black Dress,블랙드레스,,https://youtu.be/hF6Wds75rjg,Girl,Major,36611356
1088,2018-02-21,WEKI MEKI,La La La,라라라,,https://youtu.be/bYeTzlDQdvU,Girl,Major,9322602
1089,2018-02-21,VROMANCE,Star,별,,https://youtu.be/WdVXgRifwY0,Boy,Major,336150
1090,2018-02-20,I.M (MONSTA X),Fly With Me,플라이위드미,,https://youtu.be/STEUAcTmXTg,Boy Solo,Minor,5156345
1091,2018-02-20,BOA,"One Shot, Two Shot",원샷 투샷,,https://youtu.be/Xg_4tbLnIOc,Girl Solo,Major,13852752
1092,2018-02-19,YANG YOSEOP,Where I Am Gone,네가 없는 곳,,https://youtu.be/R0HfzG3BR20,Boy Solo,Major,433762
1093,2018-02-18,NCT U,BOSS,보스,,https://youtu.be/0AUFyFEt35g,Boy,Major,166904294
1094,2018-02-18,BOYFRIEND,Try My Wings,트라이 마이 윙스,,https://youtu.be/94iYe9-eyHI,Boy,Japanese,238009
1095,2018-02-15,KINO (PENTAGON),Lonely,론리,,https://youtu.be/iSoN4v1G8Os,Boy Solo,Minor,1019525
1096,2018-02-15,N.TIC,Once Again,원스 어게인,,https://youtu.be/7A5e0v9cuFM,Boy,Major,377624
1097,2018-02-14,SUZY,SObeR,소버,,https://youtu.be/DgT4CPv_CCE,Girl Solo,Major,9777611
1098,2018-02-13,PARK BORAM,Will Be Fine,애쓰지 마요,,https://youtu.be/cWvE3P6AWSA,Girl Solo,Major,3631173
1099,2018-02-13,THE EASTLIGHT,Valentines Day,발렌타인 데이,,https://youtu.be/m4XVq2TgptU,Boy,Major,0
1100,2002-12-18,ROY KIM,Only Then,그때 헤어지면 돼,,https://youtu.be/SkN_hWI6n28,Boy Solo,Major,30504014
1101,2002-12-18,YANG YOSEOP,Star,별,,https://youtu.be/YW0doOWokVU,Boy Solo,Major,1247802
1102,2002-11-18,MIGHTY MOUTH,Uber,,,https://youtu.be/AyVs39XIs1c,Boy,Major,19577
1103,2002-10-18,VAV,Gorgeous,예쁘다고,,https://youtu.be/ByLrmZJ7VdI,Boy,Major,6644765
1104,2002-07-18,DYNAMIC DUO,Bongjeseon,봉제선,,https://youtu.be/sfPnkCPVXYo,Boy,Major,73710
1105,2002-07-18,PLT,Blind,,,https://youtu.be/Hky3jgyd2I0,Boy,Minor,50182
1106,2002-07-18,"NAEUN, JINSOL (APRIL)",My Story,내 이야기,,https://youtu.be/NVW9yYOx8wU,Girl,Minor,277515
1107,2002-07-18,HONG JINYOUNG,Good Bye,잘가라,,https://youtu.be/ePRk5THh2Q8,Girl Solo,Major,12144253
1108,2002-06-18,COCOSORI,Mi Amor,미아모르,,https://youtu.be/gnPZ8k3wXqs,Girl,Major,458976
1109,2002-06-18,HYOLYN,To Do List,내일할래,,https://youtu.be/F4oenLX1WcA,Girl Solo,Major,1126543
1110,2002-06-18,MONSTA X,In Time,인타임,,https://youtu.be/XUJ_xpOVfyw,Boy,Minor,2305214
1111,2002-05-18,DAY6,If We Can Meet Again,If ～また逢えたら～,,https://youtu.be/unS_PcMn3RA,Boy,Japanese,2931389
1112,2002-05-18,SEVENTEEN,Thanks,고맙다,,https://youtu.be/gZItyr1SNjU,Boy,Major,60567746
1113,2002-04-18,100%,Song For You,송포유,,https://youtu.be/AnC0bwBumj8,Boy,Japanese,177342
1114,2002-03-18,BLACKSIX,Alone,쓸쓸해,,https://youtu.be/L_CZzj1hP50,Boy,Minor,21820
1115,2002-02-18,HENRY,Monster,몬스터,,https://youtu.be/dfeEwt5_jsQ,Boy,English,5334305
1116,2002-01-18,DAVICHI,Just The Two Of Us,우리 둘,,https://youtu.be/YIcIXJIqFHw,Girl,Major,624639
1117,2002-01-18,GUGUDAN,The Boots,더 부츠,Purple Straw Film,https://youtu.be/y3KSD5sI0OM,Girl,Major,9332164
1118,2002-01-18,2000WON,SSUL,썰,,https://youtu.be/88iRnH2K1z4,Boy,Major,10608
1119,2018-01-31,SUPER JUNIOR-D&E,If You,,,https://youtu.be/ryxWUHZDJwI,Boy,Japanese,253690
1120,2018-01-31,14U,Don't Be Pretty,예뻐지지마,,https://youtu.be/HSPGFCv4BTA,Boy,Major,0
1121,2018-01-31,BOA,Nega Dola,내가 돌아,,https://youtu.be/pykyNOEVqCU,Girl Solo,Major,6242130
1122,2018-01-31,SOYA,Show,쇼,,https://youtu.be/YSdYK6yGEWg,Girl Solo,Major,628744
1123,2018-01-29,SUZY,Holiday feat. DPR LIVE,홀리데이,VISUALSFROM.,https://youtu.be/lpzJNwur6Zk,Girl Solo,Major,8223286
1124,2018-01-29,RISSO,Alergy,알러지,,https://youtu.be/8gaxwpzrf6M,Girl Solo,Minor,16130
1125,2018-01-29,LOONA,One&Only (GoWon),원 앤 온리,,https://youtu.be/m5qwcYL8a0o,Girl,Major,6913685
1126,2018-01-29,DEAN,instagram,인스타그램,,https://youtu.be/wKyMIrBClYw,Boy Solo,Major,72868237
1127,2018-01-29,GOLDEN CHILD,It's You,너라고,,https://youtu.be/fq56d1YiLFE,Boy,Major,1576687
1128,2018-01-29,RED VELVET,Bad Boy,배드보이,Flexible Pictures,https://youtu.be/J_CFBjAyPWE,Girl,Major,342870992
1129,2018-01-28,VAV,Spotlight,스팟라잇,,https://youtu.be/rKuuTQhM-tg,Boy,Major,8223904
1130,2018-01-25,DAVICHI,Days Without You,너 없는 시간들,,https://youtu.be/_jzMDsYHktI,Girl,Major,13799093
1131,2018-01-25,IKON,Love Scenario,사랑을 했다,,https://youtu.be/vecSVX1QYbQ,Boy,Major,545759140
1132,2018-01-24,FROMIS_9,To Heart,투하트,,https://youtu.be/BzZ8NmYUldE,Girl,Major,268947
1133,2018-01-24,JEONG SEWOON,Baby It's U,베이비잇츄,,https://youtu.be/VED_cqxthf4,Boy Solo,Major,2221280
1134,2018-01-24,THE EASTLIGHT,Two Of Us,너와 둘이,,https://youtu.be/2iF1WRGp1W8,Boy,Minor,0
1135,2018-01-23,RAINZ,Turn It Up,턴 잇 업,,https://youtu.be/mD1Yeygtxrs,Boy,Major,420030
1136,2018-01-23,B1A4,Do You Remember,,,https://youtu.be/3pMUutnxSbw,Boy,Japanese,0
1137,2018-01-23,TARGET,Awake,어웨이크,,https://youtu.be/xn72N1Y3ABE,Boy,Major,489755
1138,2018-01-23,JONGHYUN,Before Our Spring,우린 봄이 오기 전에,,https://youtu.be/v9ea5VDQfXg,Boy Solo,Major,7300104
1139,2018-01-22,JONGHYUN,Shinin',빛이 나,HIGHQUALITYFISH,https://youtu.be/J41qe-TM1DY,Boy Solo,Major,23838771
1140,2018-01-22,RAVI,Nirvana feat. Park Jimin,너바나,,https://youtu.be/clGewsyYqBg,Boy Solo,Major,0
1141,2018-01-22,SUZY,In Love With Someone Else,다른사람을 사랑하고 있어,,https://youtu.be/eQ3gXtX3U7I,Girl Solo,Minor,9749564
1142,2018-01-21,HALO,Liar,,,https://youtu.be/6hzrxedNMnk,Boy,Japanese,853697
1143,2018-01-20,UP10TION,Wild Love,,,https://youtu.be/eOLasFesC3Q,Boy,Japanese,657474
1144,2018-01-18,SUNMI,Heroine,주인공,,https://youtu.be/F4qfN5UeFvQ,Girl Solo,Major,69686782
1145,2018-01-18,THE EASTLIGHT,Real Man,레알 남자,,https://youtu.be/SiQeBQLBu3U,Boy,Major,0
1146,2018-01-17,CHUNGHA,Roller Coaster,롤러코스터,,https://youtu.be/900X9fDFLc4,Girl Solo,Major,76466902
1147,2018-01-17,JBJ,My Flower,꽃이야,,https://youtu.be/uexk7jWXYmU,Boy,Major,26564923
1148,2018-01-16,GIRLKIND,FANCI,팬시,,https://youtu.be/LRoednGUmCE,Girl,Major,994380
1149,2018-01-15,STRAY KIDS,Spread My Wings (Performance),어린 날개,,https://youtu.be/Xo8FPXlI3CU,Boy,Minor,17448299
1150,2018-01-14,VARIOUS,Shadow,,,https://youtu.be/8L4CPwqcd1w,Girl,Major,65603
1151,2001-12-18,NCT U,Timeless,텐데...,,https://youtu.be/PmH948yZwhE,Boy,Minor,8461970
1152,2001-11-18,WEKI MEKI,Butterfly,,,https://youtu.be/zVLXJfdhBtg,Girl,CF,721229
1153,2001-11-18,TWICE,Candy Pop,캔디팝,Naive,https://youtu.be/wQ_POfToaVY,Girl,Japanese,144902385
1154,2001-10-18,MXM,Diamond Girl,다이아몬드걸,,https://youtu.be/ZmTVq81q35M,Boy,Minor,2108859
1155,2001-10-18,JO KWON,Lonely,새벽,,https://youtu.be/DpObGkT0GZc,Boy Solo,Minor,659375
1156,2001-09-18,OH MY GIRL,Secret Garden,비밀정원,,https://youtu.be/QIN5_tJRiyY,Girl,Major,20804993
1157,2001-09-18,MONSTA X,Spotlight,스포트라이트,,https://youtu.be/_53QwBl9m88,Boy,Japanese,10527066
1158,2001-08-18,INFINITE,Tell Me,텔미,,https://youtu.be/TM-gCW45YHc,Boy,Major,11829702
1159,2001-08-18,BLOCK B,Don't Leave,떠나지마요,,https://youtu.be/j0FrZ40fPiA,Boy,Major,6026484
1160,2001-08-18,JANG WOOYOUNG,Going Going,고잉고잉,,https://youtu.be/8TBDBCdaf3Y,Boy Solo,Minor,818541
1161,2001-07-18,STRAY KIDS,Beware (Performance),총량의 법칙,,https://youtu.be/Sy3ERg7OCWo,Boy,Minor,16059778
1162,2001-05-18,VOISPER,Missing U,꺼내보면,,https://youtu.be/3R4wdqRcWRI,Boy,Major,21862
1163,2001-05-18,HINT,Walkie Talkie,워키토키,,https://youtu.be/7apicwn8bmM,Girl,Major,137395
1164,2001-04-18,LIVE HIGH,Yes,예스,,https://youtu.be/tlfdXqlkb8M,Girl,Major,116089
1165,2001-04-18,MAMAMOO,Paint Me,칠해줘,,https://youtu.be/20sOM7AlU3Y,Girl,Minor,4050512
1166,2001-04-18,5TION,Come Back,돌아와줘요,,https://youtu.be/tWhYLVhSzrg,Boy,Major,6547
1167,2001-03-18,N.FLYING,Hot Potato,뜨거운 감자,,https://youtu.be/y1iRckD1ys4,Boy,Major,6258721
1168,2001-03-18,MOMOLAND,BBoom BBoom,뿜뿜,,https://youtu.be/JQGRg8XBnB4,Girl,Major,543234966
1169,2001-02-18,PLT,Blah,,,https://youtu.be/OGDkrq3cqYU,Boy,Minor,113324
1170,2001-02-18,TRCNG,Wolf Baby,울프베이비,,https://youtu.be/-kOVdJD_4kM,Boy,Major,948264
1171,2001-02-18,DRUG RESTAURANT,Her,헐,,https://youtu.be/IjDn1HXrNTY,Boy,Major,875352
1172,2017-12-28,LOONA,Heart Attack (Chuu),하트 어택,Digipedi,https://youtu.be/BVVfMFS3mgc,Girl,Major,24661712
1173,2017-12-28,YOUNHA,Parade,퍼레이드,,https://youtu.be/7bPffIZot10,Girl Solo,Major,2826979
1174,2017-12-27,EXO,Universe,,,https://youtu.be/leu-cTvMWTA,Boy,Major,51133803
1175,2017-12-26,SUPER JUNIOR-D&E,You Don't Go,,,https://youtu.be/GBA0wE7qgWk,Boy,Japanese,684423
1176,2017-12-25,1NB,"Winter, again",다시겨울,,https://youtu.be/1fycAID1dKo,Girl,Minor,37697
1177,2017-12-23,BOA,Jazzclub,재즈클럽,,https://youtu.be/xP-DFPuODcM,Girl Solo,Japanese,2042067
1178,2017-12-23,NU'EST W,Let Me Out,,,https://youtu.be/333AbjpGqk8,Boy,OST,18543184
1179,2017-12-22,TWICE,Merry & Happy,,Mustache Films,https://youtu.be/zi_6oaQyckM,Girl,Minor,41414370
1180,2017-12-17,SHA SHA,White Story,,,https://youtu.be/eECOobsEXCQ,Girl,Minor,53028
1181,2017-12-17,LAYSHA,Pink Label,핑크라벨,,https://youtu.be/8IDrpXUAjpU,Girl,Minor,2356988
1182,2017-12-15,NCT DREAM,Joy,조이,,https://youtu.be/VMMl0DopcdM,Boy,Minor,4127670
1183,2017-12-14,B.A.P,Hands Up,핸즈업,,https://youtu.be/Cd8UxUlqaZ8,Boy,Major,7002077
1184,2012-12-17,TWICE,Heart Shaker,하트 쉐이커,Naive,https://youtu.be/rRzxEiBLQCA,Girl,Major,399653349
1185,2012-07-17,MIGHTY MOUTH,Instagram,,,https://youtu.be/xv8HfP2J97E,Boy,Major,19847
